CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
CBPM01000C,3,D,NT,LICEO LINGUISTICO,STORIA DELL'ARTE,9788842118527,NIFOSI' GIUSEPPE,ARTE SVELATA (L'). ESAME DI STATO VOL. 1,MONDO ANTICO E MEDIOEVO. I NUOVI CITTADINI DELL'ARTE E ARTE INTERCULTURA 1,1,LATERZA SCOLASTICA,"29,90",No,Si,No
CBPM01000C,3,D,NT,LICEO LINGUISTICO,SCIENZE MOTORIE E SPORTIVE,9788881040353,DEL NISTA PIER LUIGI - PARKER JUNE - TASSELLI ANDREA,PIU' CHE SPORTIVO,ND,U,D'ANNA,"23,10",No,No,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,RELIGIONE,9788805077618,PAOLINI LUCA - PANDOLFI BARBARA,RELICODEX - CON NULLA OSTA CEI,VOLUME UNICO,U,SEI,"18,00",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,ITALIANO LETTERATURA,9788868896157,LUPERINI ROMANO - CATALDI PIETRO - MARCHIANI L  MARCHESE F,LIBERI DI INTERPRETARE VOL. 2 ED. ROSSA,STORIA E TESTI DELLA LETTERATURA ITALIANA NEL QUADRO DELLE CIVILTÀ EUROPEA,2,PALUMBO,"42,30",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,INGLESE,9788853018939,BROADHEAD A - LIGHT G - HAMPTON R   LYNCH J,IN TIME FOR FIRST - STUDENT'S BOOK & WORKBOOK +,EASY EBOOK (SU DVD) + EBOOK 1,U,CIDEB - BLACK CAT,"33,90",No,No,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,INGLESE,9788808650788,SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET,PERFORMER SHAPING IDEAS - LL VOL. 2 (LDM),FROM THE VICTORIAN AGE TO THE PRESENT AGE,2,ZANICHELLI EDITORE,"32,50",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,INGLESE,9788808788801,SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET,PERFORMER SHAPING IDEAS - LL VOL. 1  (LDM),FROM THE ORIGINS TO THE ROMANTIC AGE,1,ZANICHELLI EDITORE,"27,20",No,No,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,FRANCESE,9788858330005,BARALDI - RUGGERI - VIALLE,HORIZONS DU SAVOIR B2+CDMP3+PROACTIF,MÉTHODE DE FRANCAIS,U,LOESCHER EDITORE,"24,40",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,FRANCESE,9788828619895,BERTINI MARIOLINA - ACCORNERO SYLVIE - GIACHINO LUCA,GRANDE LIBRAIRIE (LA),VOLUME 1 + CD AUDIO,1,EINAUDI SCUOLA,"28,40",No,No,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,SPAGNOLO,9788490818510,HERNANDEZ PILAR,USO DEL INDICATIVO Y SUBJUNTIVO,ND,U,EDELSA,"18,95",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,SPAGNOLO,9788808252159,GARZILLO LILIANA - CICCOTTI RACHELE,CONTEXTOS LITERARIOS - VOLUME 1 (LDM),DE LOS ORÍGENES AL SIGLO XVIII - SEGUNDA EDICIÓN ACTUALIZADA,1,ZANICHELLI EDITORE,"16,50",No,No,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,STORIA,9788808830609,BARBERO ALESSANDRO - FRUGONI CHIARA - SCLARANDIS CARLA,"NOI DI IERI, NOI DI DOMANI - VOL. 2 (LDM)",IL SETTECENTO E L'OTTOCENTO,2,ZANICHELLI EDITORE,"31,00",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,EDUCAZIONE CIVICA,9788891429223,COTENA SUSANNA,NUOVA AGORÀ,EDUCAZIONE CIVICA PER LA SSSG,U,SIMONE PER LA SCUOLA,"13,00",No,No,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,FILOSOFIA,9788839538819,NICOLA ABBAGNANO - GIOVANNI FORNERO,VIVERE LA FILOSOFIA 2,ND,2,PARAVIA,"37,30",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,MATEMATICA,9788808490056,BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA,MATEMATICA.AZZURRO 3ED. - VOL. 4 CON TUTOR (LDM),ND,2,ZANICHELLI EDITORE,"29,00",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,FISICA,9788808391933,AMALDI UGO,TRAIETTORIE DELLA FISICA.AZZURRO (LE) 3ED - VOLUME SECONDO BIENNIO (LDM),"MECCANICA, TERMODINAMICA, ONDE",1,ZANICHELLI EDITORE,"36,50",No,No,Ap
CBPM01000C,4,D,NT,LICEO LINGUISTICO,SCIENZE DELLA TERRA,9788858349014,CAMPANARO LUCIANA - MANDRONE GIUSEPPE - TORTA DANIELA,SCIENZE DELLA TERRA 2050 VOL.2,ND,2,LOESCHER EDITORE,"20,90",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,BIOLOGIA,9788808969101,CURTIS HELENA - BARNES SUE - SCHNEK A - MASSARINI A,INVITO ALLA BIOLOGIA.AZZURRO  - DALLA GENETICA AL CORPO UMANO (LDM),ND,2,ZANICHELLI EDITORE,"28,80",No,No,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,STORIA DELL'ARTE,9788842112051,NIFOSI' GIUSEPPE,ARTE SVELATA (L') VOL. II,RINASCIMENTO BAROCCO ROCOCO',2,LATERZA SCOLASTICA,"31,90",No,Si,No
CBPM01000C,4,D,NT,LICEO LINGUISTICO,SCIENZE MOTORIE E SPORTIVE,9788881040353,DEL NISTA PIER LUIGI - PARKER JUNE - TASSELLI ANDREA,PIU' CHE SPORTIVO,ND,U,D'ANNA,"23,10",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,RELIGIONE,9788805077618,PAOLINI LUCA - PANDOLFI BARBARA,RELICODEX - CON NULLA OSTA CEI,VOLUME UNICO,U,SEI,"18,00",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,ITALIANO,9788805074419,ALIGHIERI DANTE,DIVINA COMMEDIA + DVD - NUOVA EDIZIONE INTEGRALE,VOLUME UNICO + DVD,U,SEI,"23,10",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,ITALIANO LETTERATURA,9788809869899,CARNERO ROBERTO - IANNACCONE GIUSEPPE,VOLA ALTA PAROLA 6,DAL NOVECENTO A OGGI,6,GIUNTI TVP,"33,90",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,ITALIANO LETTERATURA,9788809869905,CARNERO ROBERTO - IANNACCONE GIUSEPPE,VOLA ALTA PAROLA - LEOPARDI,ND,U,GIUNTI TVP,"9,00",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,ITALIANO LETTERATURA,9788809869882,CARNERO ROBERTO - IANNACCONE GIUSEPPE,VOLA ALTA PAROLA 5,IL SECONDO OTTOCENTO,5,GIUNTI TVP,"27,80",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,INGLESE,9788808650788,SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET,PERFORMER SHAPING IDEAS - LL VOL. 2 (LDM),FROM THE VICTORIAN AGE TO THE PRESENT AGE,2,ZANICHELLI EDITORE,"32,50",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,INGLESE,9788808788801,SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET,PERFORMER SHAPING IDEAS - LL VOL. 1  (LDM),FROM THE ORIGINS TO THE ROMANTIC AGE,1,ZANICHELLI EDITORE,"27,20",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,FRANCESE,9788858330005,BARALDI - RUGGERI - VIALLE,HORIZONS DU SAVOIR B2+CDMP3+PROACTIF,MÉTHODE DE FRANCAIS,U,LOESCHER EDITORE,"24,40",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,FRANCESE,9788828619949,BERTINI MARIOLINA - ACCORNERO SYLVIE - GIACHINO LUCA,GRANDE LIBRAIRIE (LA),VOLUME 2 + CD AUDIO,2,EINAUDI SCUOLA,"31,40",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,FRANCESE,9788828619895,BERTINI MARIOLINA - ACCORNERO SYLVIE - GIACHINO LUCA,GRANDE LIBRAIRIE (LA),VOLUME 1 + CD AUDIO,1,EINAUDI SCUOLA,"28,40",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,SPAGNOLO,9788808966742,GARZILLO LILIANA - CICCOTTI RACHELE,CONTEXTOS LITERARIOS - VOLUME 2 (LDM),DEL ROMANTICISMO A NUESTROS DÍAS - SEGUNDA EDICIÓN ACTUALIZADA,2,ZANICHELLI EDITORE,"27,50",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,SPAGNOLO,9788490816943,ALZUGARAY ZARAGUETA PILAR - BARRIOS SABADOR MARIA JOSE - BARTOLOME ALONSO MARIA PAZ,PREPARACION DELE B2,ND,4,EDELSA,"20,50",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,SPAGNOLO,9788490818510,HERNANDEZ PILAR,USO DEL INDICATIVO Y SUBJUNTIVO,ND,U,EDELSA,"18,95",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,STORIA,9788808616234,BARBERO ALESSANDRO - FRUGONI CHIARA - SCLARANDIS CARLA,"NOI DI IERI, NOI DI DOMANI - VOL. 3 (LDM)",IL NOVECENTO E L'ETÀ ATTUALE,3,ZANICHELLI EDITORE,"34,50",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,EDUCAZIONE CIVICA,9788891429223,COTENA SUSANNA,NUOVA AGORÀ,EDUCAZIONE CIVICA PER LA SSSG,U,SIMONE PER LA SCUOLA,"13,00",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,FILOSOFIA,9788839538826,NICOLA ABBAGNANO - GIOVANNI FORNERO,VIVERE LA FILOSOFIA 3,ND,3,PARAVIA,"38,40",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,MATEMATICA,9788808451880,BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA,MATEMATICA.AZZURRO 3ED. - VOL. 5 CON TUTOR (LDM),ND,3,ZANICHELLI EDITORE,"29,50",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,FISICA,9788808961808,AMALDI UGO,TRAIETTORIE DELLA FISICA.AZZURRO (LE) 3ED. - VOLUME PER IL QUINTO ANNO (LDM),"ELETTROMAGNETISMO, RELATIVITÀ E QUANTI",3,ZANICHELLI EDITORE,"26,70",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,SCIENZE DELLA TERRA,9788826815947,AA VV,ITINERARI DI SCIENZE DELLA TERRA,LIVELLO AVANZATO,U,ATLAS,"17,00",No,No,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,BIOLOGIA,9788808899835,VALITUTTI GIUSEPPE - TADDEI NICCOLO' - MAGA G - MACARIO M,"CARBONIO, METABOLISMO, BIOTECH 2ED. (LDM)","CHIMICA ORGANICA, BIOCHIMICA E BIOTECNOLOGIE",U,ZANICHELLI EDITORE,"27,30",Si,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,STORIA DELL'ARTE,9788842118541,NIFOSI' GIUSEPPE,ARTE SVELATA (L'). ESAME DI STATO VOL. 3,OTTOCENTO NOVECENTO. ARTE INTERCULTURA 3 - CLIL PER V ANNO,3,LATERZA SCOLASTICA,"34,90",No,Si,No
CBPM01000C,5,D,NT,LICEO LINGUISTICO,SCIENZE MOTORIE E SPORTIVE,9788881040353,DEL NISTA PIER LUIGI - PARKER JUNE - TASSELLI ANDREA,PIU' CHE SPORTIVO,ND,U,D'ANNA,"23,10",No,No,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,RELIGIONE,9788805077618,PAOLINI LUCA - PANDOLFI BARBARA,RELICODEX - CON NULLA OSTA CEI,VOLUME UNICO,U,SEI,"18,00",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,ITALIANO,9788805254965,ALIGHIERI DANTE,DIVINA COMMEDIA - NUOVA EDIZIONE INTEGRALE,E-BOOK INTERATTIVO,U,SEI,"15,80",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,ITALIANO LETTERATURA,9788809949874,CARNERO ROBERTO - IANNACCONE GIUSEPPE,CLASSE DI LETTERATURA 1 DBOOK,ND,1,GIUNTI TVP,"28,80",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,LATINO,9788839537478,GIOVANNA GARBARINO - LORENZA PASQUARIELLO - MASSIMO MANCA,VOCANT VOLUME 1,VOCI ANTICHE PER IL NOSTRO PRESENTE - LETTERATURA E CULTURA LATINA,1,PARAVIA,"21,10",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,INGLESE,9788808788801,SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET,PERFORMER SHAPING IDEAS - LL VOL. 1  (LDM),FROM THE ORIGINS TO THE ROMANTIC AGE,1,ZANICHELLI EDITORE,"27,20",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,INGLESE,9788853018786,THOMAS A O'DELL F - GREENWOOD A  BRELSTAFF T - ZANELLA A   MAXWELL C,IN TIME - STUDENT'S BOOK & WORKBOOK 2 + TAVOLA DEI VERBI +,EASY EBOOK (SU DVD) + EBOOK,2,CIDEB - BLACK CAT,"30,90",No,No,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,STORIA,9788808653314,BARBERO ALESSANDRO - FRUGONI CHIARA - SCLARANDIS CARLA,"NOI DI IERI, NOI DI DOMANI - CONF. VOL. 1 + EDUCAZIONE CIVICA (LDM)",DALL'ANNO MILLE AL SEICENTO,1,ZANICHELLI EDITORE,"28,70",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,EDUCAZIONE CIVICA,9788891429223,COTENA SUSANNA,NUOVA AGORÀ,EDUCAZIONE CIVICA PER LA SSSG,U,SIMONE PER LA SCUOLA,"13,00",No,No,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,FILOSOFIA,9788839539021,NICOLA ABBAGNANO - GIOVANNI FORNERO,VIVERE LA FILOSOFIA 1 (MODALITà DIGITALE C),ND,1,PARAVIA,"22,50",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,SCIENZE UMANE,9788839528148,CLEMENTE - DANIELI,PROSPETTIVA DELLE SCIENZE UMANE (LA) SECONDO BIENNIO LSU (MOD  DIGITALE C),ND,1,PARAVIA,"25,00",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,PEDAGOGIA,9788839528087,AVALLE - MARANZANA,PROSPETTIVA PEDAGOGICA DALLA SCOLASTICA AL POSITIVISMO (MODALITA' DIGITALE C),ND,1,PARAVIA,"18,30",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,MATEMATICA,9788808607522,BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA,MATEMATICA.AZZURRO 3ED. - EBOOK MULTIMEDIALE CON TUTOR - VOL. 3,(VERSIONE BOOKTAB),1,ZANICHELLI EDITORE,"20,80",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,FISICA,9788808391933,AMALDI UGO,TRAIETTORIE DELLA FISICA.AZZURRO (LE) 3ED - VOLUME SECONDO BIENNIO (LDM),"MECCANICA, TERMODINAMICA, ONDE",1,ZANICHELLI EDITORE,"36,50",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,CHIMICA,9788808605290,VALITUTTI GIUSEPPE - FALASCA MARCO - AMADIO PATRIZIA,CHIMICA: CONCETTI E MODELLI 3ED. (LDM),DALLE SOLUZIONI ALL'ELETTROCHIMICA,2,ZANICHELLI EDITORE,"27,80",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,BIOLOGIA,9788808969101,CURTIS HELENA - BARNES SUE - SCHNEK A - MASSARINI A,INVITO ALLA BIOLOGIA.AZZURRO  - DALLA GENETICA AL CORPO UMANO (LDM),ND,2,ZANICHELLI EDITORE,"28,80",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,STORIA DELL'ARTE,9788842118527,NIFOSI' GIUSEPPE,ARTE SVELATA (L'). ESAME DI STATO VOL. 1,MONDO ANTICO E MEDIOEVO. I NUOVI CITTADINI DELL'ARTE E ARTE INTERCULTURA 1,1,LATERZA SCOLASTICA,"29,90",No,Si,No
CBPM01000C,3,A,NT,LICEO DELLE SCIENZE UMANE,SCIENZE MOTORIE E SPORTIVE,9788881040353,DEL NISTA PIER LUIGI - PARKER JUNE - TASSELLI ANDREA,PIU' CHE SPORTIVO,ND,U,D'ANNA,"23,10",No,No,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,RELIGIONE,9788805077618,PAOLINI LUCA - PANDOLFI BARBARA,RELICODEX - CON NULLA OSTA CEI,VOLUME UNICO,U,SEI,"18,00",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,ITALIANO,9788805254965,ALIGHIERI DANTE,DIVINA COMMEDIA - NUOVA EDIZIONE INTEGRALE,E-BOOK INTERATTIVO,U,SEI,"15,80",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,ITALIANO LETTERATURA,9788809949874,CARNERO ROBERTO - IANNACCONE GIUSEPPE,CLASSE DI LETTERATURA 1 DBOOK,ND,1,GIUNTI TVP,"28,80",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,LATINO,9788839563125,GIOVANNA GARBARINO - LORENZA PASQUARIELLO - MASSIMO MANCA,VOCANT VOLUME 1  (MODALITÀ DIGITALE C),VOCI ANTICHE PER IL NOSTRO PRESENTE - LETTERATURA E CULTURA LATINA,1,PARAVIA,"14,80",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,INGLESE,9788853046383,THOMAS A O'DELL F - GREENWOOD A  BRELSTAFF T - ZANELLA A   MAXWELL C,IN TIME - STUDENT'S BOOK & WORKBOOK 2 - EBOOK,ND,2,CIDEB - BLACK CAT,"24,20",No,No,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,INGLESE,9788808788801,SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET,PERFORMER SHAPING IDEAS - LL VOL. 1  (LDM),FROM THE ORIGINS TO THE ROMANTIC AGE,1,ZANICHELLI EDITORE,"27,20",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,STORIA,9788808653314,BARBERO ALESSANDRO - FRUGONI CHIARA - SCLARANDIS CARLA,"NOI DI IERI, NOI DI DOMANI - CONF. VOL. 1 + EDUCAZIONE CIVICA (LDM)",DALL'ANNO MILLE AL SEICENTO,1,ZANICHELLI EDITORE,"28,70",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,EDUCAZIONE CIVICA,9788891429223,COTENA SUSANNA,NUOVA AGORÀ,EDUCAZIONE CIVICA PER LA SSSG,U,SIMONE PER LA SCUOLA,"13,00",No,No,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,FILOSOFIA,9788839539021,NICOLA ABBAGNANO - GIOVANNI FORNERO,VIVERE LA FILOSOFIA 1 (MODALITà DIGITALE C),ND,1,PARAVIA,"22,50",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,SCIENZE UMANE,9788839528148,CLEMENTE - DANIELI,PROSPETTIVA DELLE SCIENZE UMANE (LA) SECONDO BIENNIO LSU (MOD  DIGITALE C),ND,1,PARAVIA,"25,00",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,PEDAGOGIA,9788839528087,AVALLE - MARANZANA,PROSPETTIVA PEDAGOGICA DALLA SCOLASTICA AL POSITIVISMO (MODALITA' DIGITALE C),ND,1,PARAVIA,"18,30",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,MATEMATICA,9788808607522,BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA,MATEMATICA.AZZURRO 3ED. - EBOOK MULTIMEDIALE CON TUTOR - VOL. 3,(VERSIONE BOOKTAB),1,ZANICHELLI EDITORE,"20,80",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,FISICA,9788808233110,AMALDI UGO,TRAIETTORIE DELLA FISICA.AZZURRO (LE) 3ED - EBOOK MULTIMEDIALE (BOOKTAB),VOLUME SECONDO BIENNIO,1,ZANICHELLI EDITORE,"26,60",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,CHIMICA,9788808507402,VALITUTTI GIUSEPPE - FALASCA MARCO - AMADIO PATRIZIA,CHIMICA: CONCETTI E MODELLI 3ED. - EBOOK MULTIMEDIALE (ONLINE E OFFLINE),DALLE SOLUZIONI ALL'ELETTROCHIMICA,2,ZANICHELLI EDITORE,"20,20",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,BIOLOGIA,9788808969101,CURTIS HELENA - BARNES SUE - SCHNEK A - MASSARINI A,INVITO ALLA BIOLOGIA.AZZURRO  - DALLA GENETICA AL CORPO UMANO (LDM),ND,2,ZANICHELLI EDITORE,"28,80",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,STORIA DELL'ARTE,9788842118527,NIFOSI' GIUSEPPE,ARTE SVELATA (L'). ESAME DI STATO VOL. 1,MONDO ANTICO E MEDIOEVO. I NUOVI CITTADINI DELL'ARTE E ARTE INTERCULTURA 1,1,LATERZA SCOLASTICA,"29,90",No,Si,No
CBPM01000C,3,E,NT,LICEO DELLE SCIENZE UMANE,SCIENZE MOTORIE E SPORTIVE,9788881040353,DEL NISTA PIER LUIGI - PARKER JUNE - TASSELLI ANDREA,PIU' CHE SPORTIVO,ND,U,D'ANNA,"23,10",No,No,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,RELIGIONE,9788805077618,PAOLINI LUCA - PANDOLFI BARBARA,RELICODEX - CON NULLA OSTA CEI,VOLUME UNICO,U,SEI,"18,00",No,Si,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,ITALIANO,9788805074419,ALIGHIERI DANTE,DIVINA COMMEDIA + DVD - NUOVA EDIZIONE INTEGRALE,VOLUME UNICO + DVD,U,SEI,"23,10",No,No,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,ITALIANO LETTERATURA,9788809869875,CARNERO ROBERTO - IANNACCONE GIUSEPPE,VOLA ALTA PAROLA 4,IL PRIMO OTTOCENTO,4,GIUNTI TVP,"26,40",No,Si,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,ITALIANO LETTERATURA,9788809869868,CARNERO ROBERTO - IANNACCONE GIUSEPPE,VOLA ALTA PAROLA 3,IL SEICENTO E IL SETTECENTO,3,GIUNTI TVP,"27,30",No,Si,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,LATINO,9788839563132,GIOVANNA GARBARINO - LORENZA PASQUARIELLO - MASSIMO MANCA,VOCANT VOLUME 2 (MODALITÀ DIGITALE C),VOCI ANTICHE PER IL NOSTRO PRESENTE - LETTERATURA E CULTURA LATINA,2,PARAVIA,"21,00",No,Si,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,INGLESE,9788808788801,SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET,PERFORMER SHAPING IDEAS - LL VOL. 1  (LDM),FROM THE ORIGINS TO THE ROMANTIC AGE,1,ZANICHELLI EDITORE,"27,20",No,No,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,INGLESE,9788853018786,THOMAS A O'DELL F - GREENWOOD A  BRELSTAFF T - ZANELLA A   MAXWELL C,IN TIME - STUDENT'S BOOK & WORKBOOK 2 + TAVOLA DEI VERBI +,EASY EBOOK (SU DVD) + EBOOK,2,CIDEB - BLACK CAT,"30,90",No,No,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,STORIA,9788808830609,BARBERO ALESSANDRO - FRUGONI CHIARA - SCLARANDIS CARLA,"NOI DI IERI, NOI DI DOMANI - VOL. 2 (LDM)",IL SETTECENTO E L'OTTOCENTO,2,ZANICHELLI EDITORE,"31,00",No,Si,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,EDUCAZIONE CIVICA,9788891429223,COTENA SUSANNA,NUOVA AGORÀ,EDUCAZIONE CIVICA PER LA SSSG,U,SIMONE PER LA SCUOLA,"13,00",No,No,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,FILOSOFIA,9788839539038,NICOLA ABBAGNANO - GIOVANNI FORNERO,VIVERE LA FILOSOFIA 2 (MODALITà DIGITALE C),ND,2,PARAVIA,"26,80",No,Si,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,SCIENZE UMANE,9788839526427,CLEMENTE - DANIELI,PROSPETTIVA DELLE SCIENZE UMANE (LA) PER IL SECONDO BIENNIO LSU,ND,1,PARAVIA,"39,20",No,No,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,PEDAGOGIA,9788839533876,AVALLE - MARANZANA,PROSPETTIVA PEDAGOGICA (LA) DALLA SCOLASTICA AL POSITIVISMO,ND,1,PARAVIA,"28,70",No,No,No
CBPM01000C,4,A,NT,LICEO DELLE SCIENZE UMANE,MATEMATICA,9788808950130,BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA,MATEMATICA.AZZURRO 3ED. - EBOOK MULTIMEDIALE CON TUTOR - VOL. 4,(VERSIONE BOOKTAB),2,ZANICHELLI EDITORE,"21,10",No,Si,No
